"","Kingdom","Phylum","Class","Order","Family","Genus"
"4351","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","AKAU3564_sediment_group",NA
"4352","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"4353","Eukaryota","Dinoflagellata","Dinophyceae",NA,NA,NA
"4354","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or",NA,NA
"4355","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"4356","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus"
"4357","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales",NA,NA
"4358","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4359","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4360","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"4361","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4362","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4363","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA
"4364","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group",NA
"4365","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae",NA
"4366","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Amoebophrya"
"4367","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens"
"4368","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
"4369","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4370","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"4371","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia",NA
"4372","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4373","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"4374","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4375","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"4376","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4377","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA
"4378","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae",NA
"4379","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"4380","Eukaryota",NA,NA,NA,NA,NA
"4381","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter"
"4382","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group",NA,NA,NA
"4383","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2",NA
"4384","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4385","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"4386","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4387","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira"
"4388","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_I",NA
"4389","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group",NA
"4390","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib"
"4391","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA
"4392","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA
"4393","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4394","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Marinicella"
"4395","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"4396","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13",NA
"4397","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanospirillum"
"4398","Eukaryota",NA,NA,NA,NA,NA
"4399","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"4400","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4401","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"4402","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"4403","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"4404","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter"
"4405","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales",NA,NA
"4406","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Isochrysidales","Isochrysidales_fa","Isochrysis"
"4407","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4408","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina"
"4409","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4410","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales",NA,NA
"4411","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"4412","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group",NA
"4413","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group"
"4414","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"4415","Bacteria","Proteobacteria","Gammaproteobacteria","Milano-WF1B-44",NA,NA
"4416","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4417","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4418","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4419","Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128"
"4420","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4421","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group",NA
"4422","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"4423","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus"
"4424","Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II",NA,NA
"4425","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4426","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4427","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae",NA
"4428","Eukaryota","Discoba_ph","Discoba_cl","Jakobida",NA,NA
"4429","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"4430","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae",NA
"4431","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
"4432","Bacteria","Actinobacteriota","Actinobacteria","PeM15",NA,NA
"4433","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4434","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4435","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales_fa","Protoperidinium"
"4436","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4437","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon"
"4438","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Amoebophrya"
"4439","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"4440","Eukaryota","Cercozoa",NA,NA,NA,NA
"4441","Eukaryota","Cryptophyceae_ph","Cryptophyceae_cl","Cryptomonadales","Cryptomonadales_fa","Chroomonas"
"4442","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4443","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae",NA
"4444","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4445","Eukaryota","Cnidaria","Hydrozoa","Leptothecata",NA,NA
"4446","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium"
"4447","Eukaryota",NA,NA,NA,NA,NA
"4448","Eukaryota",NA,NA,NA,NA,NA
"4449","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4450","Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128"
"4451","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade",NA
"4452","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA
"4453","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4454","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4455","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas"
"4456","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4457","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"4458","Bacteria","Planctomycetota","028H05-P-BN-P5",NA,NA,NA
"4459","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Luminiphilus"
"4460","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4461","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA
"4462","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4463","Eukaryota","Rotifera","Monogononta","Ploimida",NA,NA
"4464","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Amoebophrya"
"4465","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Amoebophrya"
"4466","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA
"4467","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4468","Eukaryota","Chlorophyta_ph","Prasinophytae","Pseudoscourfieldiales","Pseudoscourfieldiales_fa","Prasinoderma"
"4469","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"4470","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"4471","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae",NA
"4472","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum"
"4473","Eukaryota",NA,NA,NA,NA,NA
"4474","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA
"4475","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"4476","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola"
"4477","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"4478","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas"
"4479","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Psychroserpens"
"4480","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4481","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4482","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"4483","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera"
"4484","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"4485","Eukaryota",NA,NA,NA,NA,NA
"4486","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4487","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA
"4488","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1"
"4489","Eukaryota","Incertae_Sedis_ph","Incertae_Sedis_cl","Incertae_Sedis_or","Incertae_Sedis_fa","Telonema"
"4490","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"4491","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"4492","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","Colpodidium"
"4493","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"4494","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium"
"4495","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"4496","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4497","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4498","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"4499","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4500","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"4501","Eukaryota","MAST-3","MAST-3K",NA,NA,NA
"4502","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA
"4503","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"4504","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4505","Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group",NA,NA,NA
"4506","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4507","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"4508","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita"
"4509","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4510","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4511","Eukaryota","Chlorophyta_ph","Prasinophytae",NA,NA,NA
"4512","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA
"4513","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4514","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales","Prymnesiales_fa","Chrysochromulina"
"4515","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"4516","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Marinovum"
"4517","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4518",NA,NA,NA,NA,NA,NA
"4519","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litoreibacter"
"4520","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas"
"4521","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA
"4522","Eukaryota","Cercozoa",NA,NA,NA,NA
"4523","Bacteria","Planctomycetota","OM190",NA,NA,NA
"4524","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02"
"4525","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"4526","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"4527","Eukaryota","Diatomea","Coscinodiscophytina_cl","Coscinodiscophytina_or","Corethrids","Corethron"
"4528","Eukaryota","Cercozoa","Imbricatea","Marimonadida","Marimonadida_fa","Pseudopirsonia"
"4529","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4530","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"4531","Eukaryota",NA,NA,NA,NA,NA
"4532","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4533","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4534","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"4535","Eukaryota",NA,NA,NA,NA,NA
"4536","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"4537","Bacteria",NA,NA,NA,NA,NA
"4538","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"4539","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4540","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"4541","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II",NA
"4542","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus"
"4543","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"4544","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"4545","Bacteria","Planctomycetota","OM190",NA,NA,NA
"4546","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"4547","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01"
"4548","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"4549","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4550","Eukaryota","Prymnesiophyceae","Prymnesiophyceae_cl","Prymnesiales",NA,NA
"4551","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_NAC11-7_lineage"
"4552","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4553","Bacteria","Marinimicrobia_(SAR406_clade)",NA,NA,NA,NA
"4554","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group",NA
"4555","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"4556","Eukaryota",NA,NA,NA,NA,NA
"4557","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Phyllopharyngea","Coeloperix"
"4558","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales",NA,NA
"4559","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"4560","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Citreimonas"
"4561","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA
"4562","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"4563","Eukaryota","Cercozoa","Incertae_Sedis","Incertae_Sedis_or","Incertae_Sedis_fa","Gymnophrys"
"4564","Eukaryota",NA,NA,NA,NA,NA
"4565","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina"
"4566","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4567","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter"
"4568","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4569","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina"
"4570","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4571","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"4572","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"4573","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4574","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4575","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_fa","Amoebophrya"
"4576","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae",NA
"4577","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes_VC2.1_Bac22",NA,NA
"4578","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4579","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade",NA,NA
"4580","Eukaryota","MAST-3","MAST-3B",NA,NA,NA
"4581","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4582","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pseudofulvibacter"
"4583","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"4584","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4585","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"4586","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4587","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA
"4588","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Tissierella"
"4589","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"4590","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade",NA,NA
"4591","Eukaryota","Cercozoa",NA,NA,NA,NA
"4592","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4593","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"4594","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4595","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola"
"4596","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Kangiellaceae","Kangiella"
"4597","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4598","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4599","Eukaryota","Chlorophyta_ph","Chlorophyceae",NA,NA,NA
"4600","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4601","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA
"4602","Eukaryota","Chlorophyta_ph","Mamiellophyceae","Mamiellales","Mamiellales_fa","Micromonas"
"4603","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae",NA,NA
"4604","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"4605","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus"
"4606","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4607","Eukaryota",NA,NA,NA,NA,NA
"4608","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4609","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade",NA
"4610","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae",NA
"4611","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"4612","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula"
"4613","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4614","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lacinutrix"
"4615","Bacteria","Proteobacteria","Gammaproteobacteria","UBA4486",NA,NA
"4616","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
"4617","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"4618","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4619","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Rimostrombidium"
"4620","Eukaryota","Cercozoa","Chlorarachniophyta","Chlorarachniophyta_or","Chlorarachniophyta_fa","Bigelowiella"
"4621","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44"
"4622","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4623","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4624","Eukaryota","Protalveolata","Syndiniales","Syndiniales_or","Syndiniales_Group_II",NA
"4625","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"4626","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4627","Eukaryota","Florideophycidae","Rhodymeniophycidae",NA,NA,NA
"4628","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4629","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group"
"4630","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"4631","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4632","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"4633","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"4634","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group"
"4635","Bacteria","Planctomycetota",NA,NA,NA,NA
"4636","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"4637","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group",NA,NA
"4638","Eukaryota","Diatomea","Mediophyceae","Mediophyceae_or","Mediophyceae_fa","Thalassiosira"
"4639","Eukaryota","MAST-3","MAST-3E",NA,NA,NA
